@relation yeast1
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {positive,negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.58, 0.61, 0.47, 0.13, 0.5, 0.0, 0.48, 0.22, negative
0.64, 0.62, 0.49, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.42, 0.44, 0.48, 0.54, 0.5, 0.0, 0.48, 0.22, negative
0.48, 0.45, 0.59, 0.2, 0.5, 0.0, 0.58, 0.34, positive
0.4, 0.39, 0.6, 0.15, 0.5, 0.0, 0.58, 0.3, negative
0.42, 0.37, 0.59, 0.2, 0.5, 0.0, 0.52, 0.29, positive
0.4, 0.42, 0.57, 0.35, 0.5, 0.0, 0.53, 0.25, negative
0.6, 0.4, 0.52, 0.46, 0.5, 0.0, 0.53, 0.22, negative
0.66, 0.55, 0.45, 0.19, 0.5, 0.0, 0.46, 0.22, negative
0.47, 0.39, 0.5, 0.11, 0.5, 0.0, 0.49, 0.4, negative
0.58, 0.47, 0.54, 0.11, 0.5, 0.0, 0.51, 0.26, positive
0.5, 0.34, 0.55, 0.21, 0.5, 0.0, 0.49, 0.22, positive
0.61, 0.6, 0.55, 0.21, 0.5, 0.0, 0.5, 0.25, positive
0.45, 0.4, 0.5, 0.16, 0.5, 0.0, 0.5, 0.22, negative
0.43, 0.44, 0.48, 0.22, 0.5, 0.0, 0.51, 0.22, negative
0.73, 0.63, 0.42, 0.3, 0.5, 0.0, 0.49, 0.22, negative
0.43, 0.53, 0.52, 0.13, 0.5, 0.0, 0.55, 0.22, negative
0.46, 0.53, 0.52, 0.15, 0.5, 0.0, 0.58, 0.22, negative
0.51, 0.51, 0.52, 0.51, 0.5, 0.0, 0.54, 0.22, negative
0.59, 0.45, 0.53, 0.19, 0.5, 0.0, 0.59, 0.27, negative
0.57, 0.47, 0.6, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.63, 0.67, 0.57, 0.24, 0.5, 0.0, 0.49, 0.22, negative
0.8, 0.88, 0.36, 0.39, 0.5, 0.0, 0.56, 0.33, negative
0.53, 0.54, 0.43, 0.1, 0.5, 0.0, 0.57, 0.32, positive
0.51, 0.51, 0.43, 0.87, 0.5, 0.0, 0.52, 0.22, negative
0.38, 0.61, 0.61, 0.12, 0.5, 0.0, 0.53, 0.47, negative
0.33, 0.55, 0.51, 0.43, 0.5, 0.0, 0.51, 0.22, positive
0.74, 0.67, 0.47, 0.34, 0.5, 0.0, 0.42, 0.22, negative
0.72, 0.61, 0.45, 0.3, 0.5, 0.0, 0.54, 0.25, negative
0.4, 0.45, 0.57, 0.18, 0.5, 0.0, 0.56, 0.26, negative
0.59, 0.53, 0.43, 0.44, 0.5, 0.0, 0.5, 0.22, negative
0.57, 0.53, 0.53, 0.34, 0.5, 0.0, 0.53, 0.22, negative
0.86, 0.68, 0.39, 0.24, 0.5, 0.0, 0.54, 0.22, negative
0.86, 0.74, 0.51, 0.4, 0.5, 0.0, 0.55, 0.22, negative
0.79, 0.57, 0.41, 0.28, 0.5, 0.0, 0.59, 0.22, negative
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, negative
0.49, 0.39, 0.52, 0.29, 0.5, 0.0, 0.48, 0.22, negative
0.42, 0.24, 0.34, 0.16, 0.5, 0.0, 0.5, 0.22, negative
0.48, 0.39, 0.51, 0.21, 0.5, 0.0, 0.52, 0.28, negative
0.41, 0.53, 0.45, 0.14, 0.5, 0.0, 0.52, 0.66, negative
0.45, 0.46, 0.55, 0.43, 0.5, 0.0, 0.55, 0.38, positive
0.56, 0.48, 0.58, 0.27, 0.5, 0.0, 0.51, 0.22, negative
0.64, 0.56, 0.56, 0.22, 0.5, 0.0, 0.45, 0.22, negative
0.66, 0.62, 0.49, 0.1, 0.5, 0.0, 0.49, 0.22, negative
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.55, 0.22, negative
0.38, 0.49, 0.53, 0.19, 0.5, 0.0, 0.5, 0.22, negative
0.45, 0.58, 0.48, 0.67, 0.5, 0.0, 0.52, 0.22, negative
0.37, 0.32, 0.47, 0.18, 0.5, 0.0, 0.45, 0.25, positive
0.48, 0.43, 0.51, 0.32, 0.5, 0.0, 0.52, 0.43, positive
0.41, 0.46, 0.59, 0.19, 0.5, 0.0, 0.58, 0.27, positive
0.6, 0.47, 0.45, 0.22, 0.5, 0.0, 0.51, 0.29, negative
0.34, 0.46, 0.57, 0.09, 0.5, 0.0, 0.55, 0.22, negative
0.81, 0.85, 0.47, 0.37, 0.5, 0.0, 0.56, 0.22, negative
0.48, 0.42, 0.52, 0.24, 0.5, 0.0, 0.56, 0.22, negative
0.58, 0.51, 0.49, 0.27, 0.5, 0.0, 0.57, 0.29, negative
0.6, 0.5, 0.44, 0.61, 0.5, 0.0, 0.47, 0.22, negative
0.45, 0.55, 0.54, 0.66, 0.5, 0.0, 0.47, 0.22, negative
0.46, 0.49, 0.58, 0.23, 0.5, 0.0, 0.44, 0.22, negative
0.49, 0.42, 0.56, 0.55, 0.5, 0.0, 0.42, 0.25, negative
0.63, 0.53, 0.54, 0.4, 0.5, 0.0, 0.5, 0.22, negative
0.5, 0.54, 0.53, 0.54, 0.5, 0.0, 0.51, 0.27, negative
0.63, 0.57, 0.59, 0.4, 0.5, 0.0, 0.38, 0.22, negative
0.43, 0.57, 0.51, 0.49, 0.5, 0.0, 0.48, 0.22, negative
0.48, 0.45, 0.55, 0.5, 0.5, 0.0, 0.53, 0.22, negative
0.5, 0.58, 0.46, 0.46, 0.5, 0.0, 0.46, 0.22, negative
0.51, 0.54, 0.6, 0.57, 0.5, 0.0, 0.58, 0.22, negative
0.54, 0.52, 0.63, 0.37, 0.5, 0.0, 0.46, 0.22, negative
0.67, 0.62, 0.4, 0.43, 0.5, 0.83, 0.5, 0.22, negative
0.28, 0.58, 0.21, 0.13, 0.5, 0.0, 0.51, 0.22, negative
0.39, 0.44, 0.35, 0.16, 0.5, 0.0, 0.55, 0.22, negative
